id_docente,sede,unidad_academica,tipo_vinculacion,jornada,nivel_aprobado_corte
DOC_000115,SANTIAGO,DEPARTAMENTO DE CIENCIAS BIOLÓGICAS,ADJUNTO,POR HORAS,AVANZADO
DOC_000116,SANTIAGO,DEPARTAMENTO DE CIENCIAS BIOLÓGICAS,ADJUNTO,POR HORAS,AVANZADO
DOC_000117,SANTIAGO,DEPARTAMENTO DE CIENCIAS BIOLÓGICAS,ADJUNTO,POR HORAS,AVANZADO
DOC_000118,SANTIAGO,DEPARTAMENTO DE CIENCIAS BIOLÓGICAS,ADJUNTO,POR HORAS,HABILITANTE
DOC_000119,SANTIAGO,DEPARTAMENTO DE CIENCIAS BIOLÓGICAS,ADJUNTO,POR HORAS,HABILITANTE
DOC_000120,SANTIAGO,DEPARTAMENTO DE CIENCIAS BIOLÓGICAS,ADJUNTO,POR HORAS,HABILITANTE
DOC_000121,SANTIAGO,DEPARTAMENTO DE CIENCIAS BIOLÓGICAS,ADJUNTO,POR HORAS,HABILITANTE
DOC_000122,SANTIAGO,DEPARTAMENTO DE CIENCIAS BIOLÓGICAS,ADJUNTO,POR HORAS,HABILITANTE
DOC_000123,SANTIAGO,DEPARTAMENTO DE CIENCIAS BIOLÓGICAS,ADJUNTO,POR HORAS,HABILITANTE
DOC_000124,SANTIAGO,DEPARTAMENTO DE FÍSICA-QUÍMICA,REGULAR,CONTRATADO,INICIAL
DOC_000125,SANTIAGO,DEPARTAMENTO DE FÍSICA-QUÍMICA,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000126,SANTIAGO,DEPARTAMENTO DE FÍSICA-QUÍMICA,REGULAR,CONTRATADO,HABILITANTE
DOC_000127,SANTIAGO,DEPARTAMENTO DE FÍSICA-QUÍMICA,REGULAR,CONTRATADO,HABILITANTE
DOC_000128,SANTIAGO,DEPARTAMENTO DE FÍSICA-QUÍMICA,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000129,SANTIAGO,DEPARTAMENTO DE FÍSICA-QUÍMICA,ADJUNTO,POR HORAS,AVANZADO
DOC_000130,SANTIAGO,DEPARTAMENTO DE FÍSICA-QUÍMICA,ADJUNTO,POR HORAS,INICIAL
DOC_000131,SANTIAGO,DEPARTAMENTO DE FÍSICA-QUÍMICA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000132,SANTIAGO,DEPARTAMENTO DE FÍSICA-QUÍMICA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000133,SANTIAGO,DEPARTAMENTO DE FÍSICA-QUÍMICA,ADJUNTO,POR HORAS,AVANZADO
DOC_000134,SANTIAGO,DEPARTAMENTO DE FÍSICA-QUÍMICA,ADJUNTO,POR HORAS,INICIAL
DOC_000135,SANTIAGO,DEPARTAMENTO DE FÍSICA-QUÍMICA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000136,SANTIAGO,DEPARTAMENTO DE FÍSICA-QUÍMICA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000137,SANTIAGO,DEPARTAMENTO DE FÍSICA-QUÍMICA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000138,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,REGULAR,CONTRATADO,INICIAL
DOC_000139,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,REGULAR,CONTRATADO,AVANZADO
DOC_000140,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,REGULAR,CONTRATADO,AVANZADO
DOC_000141,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000142,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,REGULAR,CONTRATADO,AVANZADO
DOC_000143,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,REGULAR,CONTRATADO,AVANZADO
DOC_000144,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,REGULAR,CONTRATADO,AVANZADO
DOC_000145,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000146,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000147,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,REGULAR,CONTRATADO,AVANZADO
DOC_000148,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,REGULAR,CONTRATADO,AVANZADO
DOC_000149,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000150,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,REGULAR,CONTRATADO,HABILITANTE
DOC_000151,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000152,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,ADJUNTO,POR HORAS,AVANZADO
DOC_000153,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000154,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,ADJUNTO,POR HORAS,INICIAL
DOC_000155,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,ADJUNTO,POR HORAS,AVANZADO
DOC_000156,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000157,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,ADJUNTO,POR HORAS,INICIAL
DOC_000158,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,ADJUNTO,POR HORAS,AVANZADO
DOC_000159,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,ADJUNTO,POR HORAS,AVANZADO
DOC_000160,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000161,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000162,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,ADJUNTO,POR HORAS,HABILITANTE
DOC_000163,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,ADJUNTO,POR HORAS,AVANZADO
DOC_000164,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,ADJUNTO,POR HORAS,HABILITANTE
DOC_000165,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,ADJUNTO,POR HORAS,EXPERTO
DOC_000166,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000167,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,ADJUNTO,POR HORAS,HABILITANTE
DOC_000168,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,ADJUNTO,POR HORAS,HABILITANTE
DOC_000169,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,ADJUNTO,POR HORAS,HABILITANTE
DOC_000170,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,ADJUNTO,POR HORAS,HABILITANTE
DOC_000171,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,ADJUNTO,POR HORAS,INICIAL
DOC_000172,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,ADJUNTO,POR HORAS,HABILITANTE
DOC_000173,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,ADJUNTO,POR HORAS,HABILITANTE
DOC_000174,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000175,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,ADJUNTO,POR HORAS,HABILITANTE
DOC_000176,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,ADJUNTO,POR HORAS,HABILITANTE
DOC_000177,SANTIAGO,DEPARTAMENTO DE MATEMÁTICAS,ADJUNTO,POR HORAS,HABILITANTE
DOC_000178,SANTIAGO,DERECHO,REGULAR,CONTRATADO,AVANZADO
DOC_000179,SANTIAGO,DERECHO,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000180,SANTIAGO,DERECHO,REGULAR,CONTRATADO,HABILITANTE
DOC_000181,SANTIAGO,DERECHO,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000182,SANTIAGO,DERECHO,REGULAR,CONTRATADO,HABILITANTE
DOC_000183,SANTIAGO,DERECHO,REGULAR,CONTRATADO,HABILITANTE
DOC_000184,SANTIAGO,DERECHO,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000185,SANTIAGO,DERECHO,ADJUNTO,POR HORAS,AVANZADO
DOC_000186,SANTIAGO,DERECHO,ADJUNTO,POR HORAS,HABILITANTE
DOC_000187,SANTIAGO,DERECHO,ADJUNTO,POR HORAS,EXPERTO
DOC_000188,SANTIAGO,DERECHO,ADJUNTO,POR HORAS,HABILITANTE
DOC_000189,SANTIAGO,DERECHO,ADJUNTO,POR HORAS,AVANZADO
DOC_000190,SANTIAGO,DERECHO,ADJUNTO,POR HORAS,HABILITANTE
DOC_000191,SANTIAGO,DERECHO,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000192,SANTIAGO,DERECHO,ADJUNTO,POR HORAS,INICIAL
DOC_000193,SANTIAGO,DERECHO,ADJUNTO,POR HORAS,INICIAL
DOC_000194,SANTIAGO,DERECHO,ADJUNTO,POR HORAS,HABILITANTE
DOC_000195,SANTIAGO,DERECHO,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000196,SANTIAGO,DERECHO,ADJUNTO,POR HORAS,INICIAL
DOC_000197,SANTIAGO,DERECHO,ADJUNTO,POR HORAS,HABILITANTE
DOC_000198,SANTIAGO,ENFERMERÍA,REGULAR,CONTRATADO,AVANZADO
DOC_000199,SANTIAGO,ENFERMERÍA,REGULAR,CONTRATADO,HABILITANTE
DOC_000200,SANTIAGO,ENFERMERÍA,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000201,SANTIAGO,ENFERMERÍA,REGULAR,CONTRATADO,AVANZADO
DOC_000202,SANTIAGO,ENFERMERÍA,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000203,SANTIAGO,ENFERMERÍA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000204,SANTIAGO,ENFERMERÍA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000205,SANTIAGO,ENFERMERÍA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000206,SANTIAGO,ENFERMERÍA,ADJUNTO,POR HORAS,AVANZADO
DOC_000207,SANTIAGO,ENFERMERÍA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000208,SANTIAGO,ENFERMERÍA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000209,SANTIAGO,ENFERMERÍA,ADJUNTO,POR HORAS,INICIAL
DOC_000210,SANTIAGO,ENFERMERÍA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000211,SANTIAGO,ENFERMERÍA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000212,SANTIAGO,FONOAUDIOLOGÍA,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000213,SANTIAGO,FONOAUDIOLOGÍA,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000214,SANTIAGO,FONOAUDIOLOGÍA,REGULAR,CONTRATADO,HABILITANTE
DOC_000215,SANTIAGO,FONOAUDIOLOGÍA,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000216,SANTIAGO,FONOAUDIOLOGÍA,REGULAR,CONTRATADO,HABILITANTE
DOC_000217,SANTIAGO,FONOAUDIOLOGÍA,REGULAR,CONTRATADO,AVANZADO
DOC_000218,SANTIAGO,FONOAUDIOLOGÍA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000219,SANTIAGO,FONOAUDIOLOGÍA,ADJUNTO,POR HORAS,AVANZADO
DOC_000220,SANTIAGO,FONOAUDIOLOGÍA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000221,SANTIAGO,FONOAUDIOLOGÍA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000222,SANTIAGO,FONOAUDIOLOGÍA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000223,SANTIAGO,FONOAUDIOLOGÍA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000224,SANTIAGO,FONOAUDIOLOGÍA,ADJUNTO,POR HORAS,AVANZADO
DOC_000225,SANTIAGO,FONOAUDIOLOGÍA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000226,SANTIAGO,FONOAUDIOLOGÍA,ADJUNTO,POR HORAS,AVANZADO
DOC_000227,SANTIAGO,FONOAUDIOLOGÍA,ADJUNTO,POR HORAS,SIN_NIVEL
DOC_000228,SANTIAGO,FONOAUDIOLOGÍA,ADJUNTO,POR HORAS,HABILITANTE
DOC_000229,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,HABILITANTE
DOC_000230,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,AVANZADO
DOC_000231,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,AVANZADO
DOC_000232,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,SIN_NIVEL
DOC_000233,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,AVANZADO
DOC_000234,SANTIAGO,FORMACIÓN GENERAL,REGULAR,CONTRATADO,SIN_NIVEL
